Date,Facebook Ad Campaign,Facebook Ad Views,Facebook Ad Clicks,Facebook Ad Conversions,Facebook Cost Per Ad,Facebook Click-Through Rate (Clicks / View),Facebook Conversion Rate (Conversions / Clicks),Facebook Cost per Click (Ad Cost / Clicks),AdWords Ad Campaign,"AdWords Ad Views
",AdWords Ad Clicks,AdWords Ad Conversions,"Cost per AdWords Ad
",AdWords Click-Through Rate (Clicks / View),"AdWords Conversion Rate (Conversions / Click)
",AdWords Cost per Click (Ad Cost / Clicks)
23/06/2024,FB_Jun2024,2060,63,33,$218,3.06%,52.38%,$3.46,AW_Jun2024,5311,74,17,$173,1.39%,22.97%,$2.34
27/06/2024,FB_Jun2024,1783,65,36,$224,3.65%,55.38%,$3.45,AW_Jun2024,5162,74,14,$186,1.43%,18.92%,$2.51
18/07/2024,FB_Jul2024,3207,16,19,$248,0.50%,118.75%,$15.50,AW_Jul2024,5290,74,31,$51,1.40%,41.89%,$0.69
20/08/2024,FB_Aug2024,1055,28,19,$216,2.65%,67.86%,$7.71,AW_Aug2024,5437,74,32,$142,1.36%,43.24%,$1.92
30/08/2024,FB_Aug2024,1442,19,16,$247,1.32%,84.21%,$13.00,AW_Aug2024,4403,74,21,$130,1.68%,28.38%,$1.76
31/12/2021,FB_Dec2021,2142,71,35,$85,3.31%,49.30%,$1.20,AW_Dec2021,5589,75,31,$72,1.34%,41.33%,$0.96
17/04/2022,FB_Apr2022,1424,26,11,$186,1.83%,42.31%,$7.15,AW_Apr2022,4349,75,21,$118,1.72%,28.00%,$1.57
19/06/2022,FB_Jun2022,3244,42,32,$239,1.29%,76.19%,$5.69,AW_Jun2022,5127,75,36,$64,1.46%,48.00%,$0.85
21/08/2022,FB_Aug2022,3186,66,37,$107,2.07%,56.06%,$1.62,AW_Aug2022,5201,75,31,$62,1.44%,41.33%,$0.83
14/10/2022,FB_Oct2022,1235,42,32,$214,3.40%,76.19%,$5.10,AW_Oct2022,3940,75,30,$161,1.90%,40.00%,$2.15
08/12/2022,FB_Dec2022,1334,29,18,$100,2.17%,62.07%,$3.45,AW_Dec2022,5403,75,32,$154,1.39%,42.67%,$2.05
07/01/2023,FB_Jan2023,2109,57,32,$123,2.70%,56.14%,$2.16,AW_Jan2023,4838,75,17,$78,1.55%,22.67%,$1.04
09/02/2023,FB_Feb2023,2078,23,13,$154,1.11%,56.52%,$6.70,AW_Feb2023,4995,75,31,$60,1.50%,41.33%,$0.80
22/03/2023,FB_Mar2023,2228,23,16,$221,1.03%,69.57%,$9.61,AW_Mar2023,4953,75,17,$187,1.51%,22.67%,$2.49
28/07/2023,FB_Jul2023,2545,66,30,$93,2.59%,45.45%,$1.41,AW_Jul2023,4259,75,36,$63,1.76%,48.00%,$0.84
03/08/2023,FB_Aug2023,1495,73,40,$221,4.88%,54.79%,$3.03,AW_Aug2023,4062,75,17,$77,1.85%,22.67%,$1.03
06/09/2023,FB_Sep2023,3135,44,26,$177,1.40%,59.09%,$4.02,AW_Sep2023,4765,75,32,$70,1.57%,42.67%,$0.93
27/10/2023,FB_Oct2023,1472,69,35,$199,4.69%,50.72%,$2.88,AW_Oct2023,5569,75,30,$132,1.35%,40.00%,$1.76
17/12/2023,FB_Dec2023,1333,59,30,$115,4.43%,50.85%,$1.95,AW_Dec2023,5220,75,31,$69,1.44%,41.33%,$0.92
09/01/2024,FB_Jan2024,2895,39,12,$135,1.35%,30.77%,$3.46,AW_Jan2024,4504,75,17,$148,1.67%,22.67%,$1.97
29/02/2024,FB_Feb2024,1199,49,24,$214,4.09%,48.98%,$4.37,AW_Feb2024,4394,75,21,$134,1.71%,28.00%,$1.79
10/03/2024,FB_Mar2024,1638,21,15,$239,1.28%,71.43%,$11.38,AW_Mar2024,5340,75,21,$93,1.40%,28.00%,$1.24
28/03/2024,FB_Mar2024,3207,50,28,$233,1.56%,56.00%,$4.66,AW_Mar2024,5661,75,17,$174,1.32%,22.67%,$2.32
11/04/2024,FB_Apr2024,2334,37,13,$98,1.59%,35.14%,$2.65,AW_Apr2024,5629,75,21,$179,1.33%,28.00%,$2.39
13/05/2024,FB_May2024,1559,73,40,$76,4.68%,54.79%,$1.04,AW_May2024,4395,75,32,$147,1.71%,42.67%,$1.96
07/08/2024,FB_Aug2024,2664,70,37,$105,2.63%,52.86%,$1.50,AW_Aug2024,5132,75,21,$73,1.46%,28.00%,$0.97
16/05/2022,FB_May2022,2633,70,37,$120,2.66%,52.86%,$1.71,AW_May2022,3816,76,31,$160,1.99%,40.79%,$2.11
28/06/2022,FB_Jun2022,1928,16,16,$184,0.83%,100.00%,$11.50,AW_Jun2022,4957,76,36,$184,1.53%,47.37%,$2.42
30/10/2022,FB_Oct2022,1373,20,13,$180,1.46%,65.00%,$9.00,AW_Oct2022,4500,76,14,$65,1.69%,18.42%,$0.86
27/11/2022,FB_Nov2022,2004,54,26,$244,2.69%,48.15%,$4.52,AW_Nov2022,5581,76,14,$117,1.36%,18.42%,$1.54
01/04/2023,FB_Apr2023,3311,34,20,$238,1.03%,58.82%,$7.00,AW_Apr2023,3780,76,14,$102,2.01%,18.42%,$1.34
04/05/2023,FB_May2023,1626,39,12,$225,2.40%,30.77%,$5.77,AW_May2023,3898,76,31,$147,1.95%,40.79%,$1.93
10/05/2023,FB_May2023,2972,30,9,$64,1.01%,30.00%,$2.13,AW_May2023,4079,76,32,$78,1.86%,42.11%,$1.03
28/10/2023,FB_Oct2023,2696,51,26,$87,1.89%,50.98%,$1.71,AW_Oct2023,4235,76,14,$147,1.79%,18.42%,$1.93
24/12/2023,FB_Dec2023,1728,54,28,$225,3.13%,51.85%,$4.17,AW_Dec2023,5680,76,31,$151,1.34%,40.79%,$1.99
06/01/2024,FB_Jan2024,3067,27,10,$144,0.88%,37.04%,$5.33,AW_Jan2024,3994,76,17,$127,1.90%,22.37%,$1.67
29/04/2024,FB_Apr2024,2456,21,12,$189,0.86%,57.14%,$9.00,AW_Apr2024,4652,76,32,$59,1.63%,42.11%,$0.78
17/05/2024,FB_May2024,1768,24,8,$224,1.36%,33.33%,$9.33,AW_May2024,5260,76,31,$73,1.44%,40.79%,$0.96
17/06/2024,FB_Jun2024,2107,23,10,$139,1.09%,43.48%,$6.04,AW_Jun2024,4443,76,31,$110,1.71%,40.79%,$1.45
12/01/2022,FB_Jan2022,1574,51,30,$221,3.24%,58.82%,$4.33,AW_Jan2022,3798,77,36,$160,2.03%,46.75%,$2.08
19/01/2022,FB_Jan2022,3094,37,15,$177,1.20%,40.54%,$4.78,AW_Jan2022,4962,77,30,$136,1.55%,38.96%,$1.77
20/03/2022,FB_Mar2022,3007,58,22,$175,1.93%,37.93%,$3.02,AW_Mar2022,4066,77,30,$89,1.89%,38.96%,$1.16
27/05/2022,FB_May2022,3197,58,26,$236,1.81%,44.83%,$4.07,AW_May2022,5412,77,32,$66,1.42%,41.56%,$0.86
04/06/2022,FB_Jun2022,3211,32,12,$116,1.00%,37.50%,$3.63,AW_Jun2022,5450,77,14,$146,1.41%,18.18%,$1.90
03/08/2022,FB_Aug2022,1162,20,8,$83,1.72%,40.00%,$4.15,AW_Aug2022,4276,77,32,$99,1.80%,41.56%,$1.29
29/08/2022,FB_Aug2022,3072,37,20,$227,1.20%,54.05%,$6.14,AW_Aug2022,4923,77,30,$104,1.56%,38.96%,$1.35
23/11/2022,FB_Nov2022,1075,25,11,$166,2.33%,44.00%,$6.64,AW_Nov2022,5568,77,14,$51,1.38%,18.18%,$0.66
16/12/2022,FB_Dec2022,1702,15,17,$104,0.88%,113.33%,$6.93,AW_Dec2022,5631,77,30,$146,1.37%,38.96%,$1.90
01/02/2023,FB_Feb2023,1790,15,10,$226,0.84%,66.67%,$15.07,AW_Feb2023,3752,77,31,$57,2.05%,40.26%,$0.74
29/04/2023,FB_Apr2023,2185,18,15,$171,0.82%,83.33%,$9.50,AW_Apr2023,3973,77,30,$196,1.94%,38.96%,$2.55
20/05/2023,FB_May2023,1638,62,30,$82,3.79%,48.39%,$1.32,AW_May2023,5058,77,31,$195,1.52%,40.26%,$2.53
27/08/2023,FB_Aug2023,2336,32,9,$159,1.37%,28.13%,$4.97,AW_Aug2023,5180,77,30,$155,1.49%,38.96%,$2.01
09/11/2023,FB_Nov2023,2324,58,32,$61,2.50%,55.17%,$1.05,AW_Nov2023,3777,77,31,$72,2.04%,40.26%,$0.94
03/02/2024,FB_Feb2024,2050,53,22,$140,2.59%,41.51%,$2.64,AW_Feb2024,3973,77,17,$185,1.94%,22.08%,$2.40
08/02/2024,FB_Feb2024,1310,35,12,$175,2.67%,34.29%,$5.00,AW_Feb2024,4556,77,32,$125,1.69%,41.56%,$1.62
31/05/2024,FB_May2024,2729,39,16,$102,1.43%,41.03%,$2.62,AW_May2024,5257,77,17,$160,1.46%,22.08%,$2.08
10/09/2024,FB_Sep2024,1198,53,26,$222,4.42%,49.06%,$4.19,AW_Sep2024,4599,77,36,$72,1.67%,46.75%,$0.94
04/04/2022,FB_Apr2022,3212,68,35,$170,2.12%,51.47%,$2.50,AW_Apr2022,4857,78,36,$131,1.61%,46.15%,$1.68
05/05/2022,FB_May2022,2433,66,30,$169,2.71%,45.45%,$2.56,AW_May2022,4346,78,32,$120,1.79%,41.03%,$1.54
08/06/2022,FB_Jun2022,2758,52,23,$107,1.89%,44.23%,$2.06,AW_Jun2022,3754,78,17,$138,2.08%,21.79%,$1.77
07/07/2022,FB_Jul2022,1537,66,28,$142,4.29%,42.42%,$2.15,AW_Jul2022,5463,78,36,$105,1.43%,46.15%,$1.35
08/09/2022,FB_Sep2022,1171,64,36,$191,5.47%,56.25%,$2.98,AW_Sep2022,4465,78,31,$190,1.75%,39.74%,$2.44
23/09/2022,FB_Sep2022,2538,37,14,$103,1.46%,37.84%,$2.78,AW_Sep2022,4522,78,7,$139,1.72%,8.97%,$1.78
07/12/2022,FB_Dec2022,1739,59,28,$134,3.39%,47.46%,$2.27,AW_Dec2022,4860,78,21,$85,1.60%,26.92%,$1.09
09/01/2023,FB_Jan2023,2056,63,30,$149,3.06%,47.62%,$2.37,AW_Jan2023,4345,78,36,$193,1.80%,46.15%,$2.47
15/01/2023,FB_Jan2023,2896,56,28,$100,1.93%,50.00%,$1.79,AW_Jan2023,3764,78,32,$158,2.07%,41.03%,$2.03
03/02/2023,FB_Feb2023,1520,38,14,$118,2.50%,36.84%,$3.11,AW_Feb2023,5109,78,17,$51,1.53%,21.79%,$0.65
14/02/2023,FB_Feb2023,3295,48,24,$206,1.46%,50.00%,$4.29,AW_Feb2023,3772,78,30,$112,2.07%,38.46%,$1.44
07/04/2023,FB_Apr2023,1632,66,30,$64,4.04%,45.45%,$0.97,AW_Apr2023,5466,78,30,$167,1.43%,38.46%,$2.14
27/04/2023,FB_Apr2023,2872,28,11,$157,0.97%,39.29%,$5.61,AW_Apr2023,5596,78,36,$142,1.39%,46.15%,$1.82
25/05/2023,FB_May2023,3056,20,15,$152,0.65%,75.00%,$7.60,AW_May2023,3946,78,32,$56,1.98%,41.03%,$0.72
16/06/2023,FB_Jun2023,2058,42,32,$205,2.04%,76.19%,$4.88,AW_Jun2023,3839,78,7,$72,2.03%,8.97%,$0.92
08/07/2023,FB_Jul2023,2823,22,15,$151,0.78%,68.18%,$6.86,AW_Jul2023,4011,78,30,$97,1.94%,38.46%,$1.24
17/08/2023,FB_Aug2023,1766,63,34,$69,3.57%,53.97%,$1.10,AW_Aug2023,4554,78,36,$165,1.71%,46.15%,$2.12
08/09/2023,FB_Sep2023,2376,69,34,$73,2.90%,49.28%,$1.06,AW_Sep2023,4065,78,36,$160,1.92%,46.15%,$2.05
11/02/2024,FB_Feb2024,3185,19,19,$115,0.60%,100.00%,$6.05,AW_Feb2024,5446,78,30,$71,1.43%,38.46%,$0.91
25/04/2024,FB_Apr2024,1210,46,25,$71,3.80%,54.35%,$1.54,AW_Apr2024,4684,78,7,$197,1.67%,8.97%,$2.53
30/06/2024,FB_Jun2024,2360,71,35,$177,3.01%,49.30%,$2.49,AW_Jun2024,5432,78,21,$146,1.44%,26.92%,$1.87
15/08/2024,FB_Aug2024,2822,20,14,$236,0.71%,70.00%,$11.80,AW_Aug2024,5451,78,36,$118,1.43%,46.15%,$1.51
27/08/2024,FB_Aug2024,1051,56,28,$240,5.33%,50.00%,$4.29,AW_Aug2024,4744,78,36,$172,1.64%,46.15%,$2.21
11/09/2024,FB_Sep2024,3032,68,33,$76,2.24%,48.53%,$1.12,AW_Sep2024,4284,78,31,$108,1.82%,39.74%,$1.38
05/02/2022,FB_Feb2022,3307,53,28,$143,1.60%,52.83%,$2.70,AW_Feb2022,4706,79,21,$150,1.68%,26.58%,$1.90
11/02/2022,FB_Feb2022,2810,53,26,$242,1.89%,49.06%,$4.57,AW_Feb2022,5140,79,21,$168,1.54%,26.58%,$2.13
22/04/2022,FB_Apr2022,1065,67,33,$239,6.29%,49.25%,$3.57,AW_Apr2022,5591,79,17,$161,1.41%,21.52%,$2.04
10/06/2022,FB_Jun2022,2247,60,34,$110,2.67%,56.67%,$1.83,AW_Jun2022,4726,79,7,$113,1.67%,8.86%,$1.43
25/06/2022,FB_Jun2022,2979,46,27,$125,1.54%,58.70%,$2.72,AW_Jun2022,4948,79,21,$196,1.60%,26.58%,$2.48
02/08/2022,FB_Aug2022,1666,49,32,$79,2.94%,65.31%,$1.61,AW_Aug2022,5015,79,21,$53,1.58%,26.58%,$0.67
26/09/2022,FB_Sep2022,2621,28,11,$213,1.07%,39.29%,$7.61,AW_Sep2022,5144,79,32,$190,1.54%,40.51%,$2.41
04/04/2023,FB_Apr2023,1617,15,6,$177,0.93%,40.00%,$11.80,AW_Apr2023,4630,79,32,$109,1.71%,40.51%,$1.38
13/04/2023,FB_Apr2023,1265,67,31,$138,5.30%,46.27%,$2.06,AW_Apr2023,3800,79,7,$158,2.08%,8.86%,$2.00
01/07/2023,FB_Jul2023,3151,33,24,$94,1.05%,72.73%,$2.85,AW_Jul2023,4206,79,7,$55,1.88%,8.86%,$0.70
11/10/2023,FB_Oct2023,2814,28,8,$169,1.00%,28.57%,$6.04,AW_Oct2023,4838,79,7,$137,1.63%,8.86%,$1.73
18/11/2023,FB_Nov2023,2761,61,37,$122,2.21%,60.66%,$2.00,AW_Nov2023,4617,79,21,$68,1.71%,26.58%,$0.86
28/01/2024,FB_Jan2024,1241,47,27,$229,3.79%,57.45%,$4.87,AW_Jan2024,4828,79,17,$114,1.64%,21.52%,$1.44
31/01/2024,FB_Jan2024,2222,38,17,$152,1.71%,44.74%,$4.00,AW_Jan2024,5714,79,7,$135,1.38%,8.86%,$1.71
20/05/2024,FB_May2024,2743,19,8,$138,0.69%,42.11%,$7.26,AW_May2024,5526,79,21,$176,1.43%,26.58%,$2.23
21/05/2022,FB_May2022,2664,46,26,$114,1.73%,56.52%,$2.48,AW_May2022,5559,80,30,$116,1.44%,37.50%,$1.45
12/06/2022,FB_Jun2022,1299,47,32,$191,3.62%,68.09%,$4.06,AW_Jun2022,4819,80,17,$152,1.66%,21.25%,$1.90
29/07/2022,FB_Jul2022,1803,16,6,$179,0.89%,37.50%,$11.19,AW_Jul2022,4306,80,17,$131,1.86%,21.25%,$1.64
02/09/2022,FB_Sep2022,2414,25,14,$121,1.04%,56.00%,$4.84,AW_Sep2022,5413,80,31,$51,1.48%,38.75%,$0.64
09/09/2022,FB_Sep2022,1065,71,35,$145,6.67%,49.30%,$2.04,AW_Sep2022,4540,80,21,$70,1.76%,26.25%,$0.88
27/09/2022,FB_Sep2022,3159,51,25,$211,1.61%,49.02%,$4.14,AW_Sep2022,4269,80,31,$115,1.87%,38.75%,$1.44
01/12/2022,FB_Dec2022,2687,47,26,$173,1.75%,55.32%,$3.68,AW_Dec2022,4726,80,14,$166,1.69%,17.50%,$2.08
28/01/2023,FB_Jan2023,1064,67,28,$218,6.30%,41.79%,$3.25,AW_Jan2023,5303,80,30,$185,1.51%,37.50%,$2.31
23/03/2023,FB_Mar2023,1790,42,24,$152,2.35%,57.14%,$3.62,AW_Mar2023,5386,80,21,$123,1.49%,26.25%,$1.54
27/05/2023,FB_May2023,2385,35,12,$203,1.47%,34.29%,$5.80,AW_May2023,5644,80,32,$128,1.42%,40.00%,$1.60
01/12/2023,FB_Dec2023,1117,23,11,$167,2.06%,47.83%,$7.26,AW_Dec2023,3871,80,32,$76,2.07%,40.00%,$0.95
11/12/2023,FB_Dec2023,2307,27,18,$88,1.17%,66.67%,$3.26,AW_Dec2023,3858,80,30,$137,2.07%,37.50%,$1.71
02/03/2024,FB_Mar2024,1774,66,31,$174,3.72%,46.97%,$2.64,AW_Mar2024,4545,80,31,$122,1.76%,38.75%,$1.52
06/05/2024,FB_May2024,1373,68,31,$72,4.95%,45.59%,$1.06,AW_May2024,5728,80,31,$61,1.40%,38.75%,$0.76
08/08/2024,FB_Aug2024,1515,71,35,$194,4.69%,49.30%,$2.73,AW_Aug2024,3789,80,31,$199,2.11%,38.75%,$2.49
28/08/2024,FB_Aug2024,2949,58,35,$89,1.97%,60.34%,$1.53,AW_Aug2024,5558,80,21,$80,1.44%,26.25%,$1.00
26/03/2022,FB_Mar2022,1417,22,9,$139,1.55%,40.91%,$6.32,AW_Mar2022,4215,81,21,$98,1.92%,25.93%,$1.21
18/07/2022,FB_Jul2022,1060,17,17,$189,1.60%,100.00%,$11.12,AW_Jul2022,4649,81,30,$193,1.74%,37.04%,$2.38
05/08/2022,FB_Aug2022,1545,59,37,$106,3.82%,62.71%,$1.80,AW_Aug2022,5267,81,17,$119,1.54%,20.99%,$1.47
28/11/2022,FB_Nov2022,2344,54,32,$110,2.30%,59.26%,$2.04,AW_Nov2022,4266,81,31,$100,1.90%,38.27%,$1.23
11/04/2023,FB_Apr2023,3230,35,11,$89,1.08%,31.43%,$2.54,AW_Apr2023,4326,81,34,$158,1.87%,41.98%,$1.95
06/05/2023,FB_May2023,1406,31,15,$106,2.20%,48.39%,$3.42,AW_May2023,4962,81,33,$172,1.63%,40.74%,$2.12
14/05/2023,FB_May2023,1069,70,34,$203,6.55%,48.57%,$2.90,AW_May2023,5355,81,36,$188,1.51%,44.44%,$2.32
21/01/2024,FB_Jan2024,1265,62,28,$188,4.90%,45.16%,$3.03,AW_Jan2024,5142,81,36,$172,1.58%,44.44%,$2.12
25/01/2024,FB_Jan2024,2311,70,34,$153,3.03%,48.57%,$2.19,AW_Jan2024,5318,81,33,$78,1.52%,40.74%,$0.96
30/12/2021,FB_Dec2021,1092,34,20,$221,3.11%,58.82%,$6.50,AW_Dec2021,3808,82,37,$167,2.15%,45.12%,$2.04
15/08/2022,FB_Aug2022,1339,17,7,$141,1.27%,41.18%,$8.29,AW_Aug2022,4493,82,26,$174,1.83%,31.71%,$2.12
16/09/2022,FB_Sep2022,1064,64,30,$135,6.02%,46.88%,$2.11,AW_Sep2022,4485,82,5,$184,1.83%,6.10%,$2.24
19/11/2022,FB_Nov2022,2334,55,24,$241,2.36%,43.64%,$4.38,AW_Nov2022,3809,82,20,$197,2.15%,24.39%,$2.40
30/12/2022,FB_Dec2022,2646,34,23,$166,1.28%,67.65%,$4.88,AW_Dec2022,5478,82,37,$107,1.50%,45.12%,$1.30
20/01/2023,FB_Jan2023,3160,56,28,$137,1.77%,50.00%,$2.45,AW_Jan2023,4352,82,21,$123,1.88%,25.61%,$1.50
20/03/2023,FB_Mar2023,1936,35,18,$65,1.81%,51.43%,$1.86,AW_Mar2023,4764,82,20,$142,1.72%,24.39%,$1.73
10/08/2023,FB_Aug2023,1206,42,32,$237,3.48%,76.19%,$5.64,AW_Aug2023,4497,82,26,$196,1.82%,31.71%,$2.39
01/09/2023,FB_Sep2023,2956,23,12,$175,0.78%,52.17%,$7.61,AW_Sep2023,5364,82,29,$64,1.53%,35.37%,$0.78
30/10/2023,FB_Oct2023,2190,73,45,$83,3.33%,61.64%,$1.14,AW_Oct2023,5090,82,21,$172,1.61%,25.61%,$2.10
17/11/2023,FB_Nov2023,1136,64,30,$99,5.63%,46.88%,$1.55,AW_Nov2023,5286,82,21,$186,1.55%,25.61%,$2.27
02/12/2023,FB_Dec2023,2050,70,30,$248,3.41%,42.86%,$3.54,AW_Dec2023,4953,82,37,$70,1.66%,45.12%,$0.85
17/01/2024,FB_Jan2024,2444,48,26,$162,1.96%,54.17%,$3.38,AW_Jan2024,4262,82,37,$141,1.92%,45.12%,$1.72
11/08/2024,FB_Aug2024,1586,64,28,$238,4.04%,43.75%,$3.72,AW_Aug2024,5544,82,20,$199,1.48%,24.39%,$2.43
09/01/2022,FB_Jan2022,3291,16,17,$211,0.49%,106.25%,$13.19,AW_Jan2022,4197,83,26,$200,1.98%,31.33%,$2.41
08/02/2022,FB_Feb2022,2512,22,14,$99,0.88%,63.64%,$4.50,AW_Feb2022,5222,83,37,$116,1.59%,44.58%,$1.40
02/04/2022,FB_Apr2022,3200,40,20,$61,1.25%,50.00%,$1.53,AW_Apr2022,4873,83,26,$126,1.70%,31.33%,$1.52
29/04/2022,FB_Apr2022,1246,59,35,$85,4.74%,59.32%,$1.44,AW_Apr2022,4866,83,26,$129,1.71%,31.33%,$1.55
06/01/2023,FB_Jan2023,1739,32,18,$204,1.84%,56.25%,$6.38,AW_Jan2023,5356,83,23,$78,1.55%,27.71%,$0.94
04/02/2023,FB_Feb2023,1806,45,30,$177,2.49%,66.67%,$3.93,AW_Feb2023,4546,83,21,$106,1.83%,25.30%,$1.28
10/02/2023,FB_Feb2023,1200,67,37,$107,5.58%,55.22%,$1.60,AW_Feb2023,5686,83,26,$132,1.46%,31.33%,$1.59
27/02/2023,FB_Feb2023,3063,41,26,$215,1.34%,63.41%,$5.24,AW_Feb2023,5264,83,29,$81,1.58%,34.94%,$0.98
11/03/2023,FB_Mar2023,2378,18,13,$141,0.76%,72.22%,$7.83,AW_Mar2023,5020,83,29,$148,1.65%,34.94%,$1.78
25/06/2023,FB_Jun2023,1446,65,30,$136,4.50%,46.15%,$2.09,AW_Jun2023,4383,83,29,$179,1.89%,34.94%,$2.16
19/07/2023,FB_Jul2023,1544,48,26,$149,3.11%,54.17%,$3.10,AW_Jul2023,3803,83,26,$117,2.18%,31.33%,$1.41
05/08/2023,FB_Aug2023,3057,48,32,$158,1.57%,66.67%,$3.29,AW_Aug2023,4602,83,26,$129,1.80%,31.33%,$1.55
04/11/2023,FB_Nov2023,2058,65,31,$191,3.16%,47.69%,$2.94,AW_Nov2023,5666,83,29,$103,1.46%,34.94%,$1.24
21/02/2024,FB_Feb2024,1565,38,23,$86,2.43%,60.53%,$2.26,AW_Feb2024,3975,83,20,$115,2.09%,24.10%,$1.39
06/03/2024,FB_Mar2024,1788,44,32,$212,2.46%,72.73%,$4.82,AW_Mar2024,4514,83,21,$71,1.84%,25.30%,$0.86
13/03/2024,FB_Mar2024,2230,45,26,$66,2.02%,57.78%,$1.47,AW_Mar2024,4457,83,37,$158,1.86%,44.58%,$1.90
26/05/2024,FB_May2024,2668,69,31,$127,2.59%,44.93%,$1.84,AW_May2024,4226,83,20,$58,1.96%,24.10%,$0.70
14/06/2024,FB_Jun2024,2414,51,26,$223,2.11%,50.98%,$4.37,AW_Jun2024,3887,83,23,$161,2.14%,27.71%,$1.94
21/06/2024,FB_Jun2024,3216,55,24,$92,1.71%,43.64%,$1.67,AW_Jun2024,3812,83,5,$113,2.18%,6.02%,$1.36
09/07/2024,FB_Jul2024,2636,48,28,$118,1.82%,58.33%,$2.46,AW_Jul2024,4707,83,37,$145,1.76%,44.58%,$1.75
14/07/2024,FB_Jul2024,1971,49,32,$73,2.49%,65.31%,$1.49,AW_Jul2024,4128,83,26,$139,2.01%,31.33%,$1.67
31/08/2024,FB_Aug2024,1566,54,25,$246,3.45%,46.30%,$4.56,AW_Aug2024,4190,83,29,$190,1.98%,34.94%,$2.29
12/04/2022,FB_Apr2022,2616,72,35,$159,2.75%,48.61%,$2.21,AW_Apr2022,4117,84,29,$99,2.04%,34.52%,$1.18
21/04/2022,FB_Apr2022,3289,38,24,$219,1.16%,63.16%,$5.76,AW_Apr2022,5354,84,26,$173,1.57%,30.95%,$2.06
08/07/2022,FB_Jul2022,1050,72,35,$194,6.86%,48.61%,$2.69,AW_Jul2022,4280,84,5,$125,1.96%,5.95%,$1.49
27/07/2022,FB_Jul2022,1776,69,31,$249,3.89%,44.93%,$3.61,AW_Jul2022,3783,84,29,$114,2.22%,34.52%,$1.36
01/11/2022,FB_Nov2022,3172,23,11,$121,0.73%,47.83%,$5.26,AW_Nov2022,5182,84,5,$123,1.62%,5.95%,$1.46
08/11/2022,FB_Nov2022,2582,43,28,$92,1.67%,65.12%,$2.14,AW_Nov2022,4705,84,21,$94,1.79%,25.00%,$1.12
02/12/2022,FB_Dec2022,2569,30,15,$233,1.17%,50.00%,$7.77,AW_Dec2022,4882,84,5,$56,1.72%,5.95%,$0.67
03/01/2023,FB_Jan2023,3074,41,32,$135,1.33%,78.05%,$3.29,AW_Jan2023,4169,84,26,$79,2.01%,30.95%,$0.94
14/03/2023,FB_Mar2023,2846,50,32,$174,1.76%,64.00%,$3.48,AW_Mar2023,3936,84,26,$165,2.13%,30.95%,$1.96
17/03/2023,FB_Mar2023,2774,52,30,$92,1.87%,57.69%,$1.77,AW_Mar2023,5056,84,5,$131,1.66%,5.95%,$1.56
24/04/2023,FB_Apr2023,1852,41,23,$223,2.21%,56.10%,$5.44,AW_Apr2023,5260,84,21,$138,1.60%,25.00%,$1.64
11/06/2023,FB_Jun2023,2188,46,22,$198,2.10%,47.83%,$4.30,AW_Jun2023,4833,84,20,$135,1.74%,23.81%,$1.61
04/09/2023,FB_Sep2023,2154,17,8,$135,0.79%,47.06%,$7.94,AW_Sep2023,5046,84,5,$102,1.66%,5.95%,$1.21
06/02/2024,FB_Feb2024,2126,63,30,$95,2.96%,47.62%,$1.51,AW_Feb2024,5188,84,29,$73,1.62%,34.52%,$0.87
13/02/2024,FB_Feb2024,2000,23,11,$177,1.15%,47.83%,$7.70,AW_Feb2024,5185,84,23,$171,1.62%,27.38%,$2.04
29/03/2024,FB_Mar2024,3247,59,31,$134,1.82%,52.54%,$2.27,AW_Mar2024,5336,84,29,$140,1.57%,34.52%,$1.67
10/05/2024,FB_May2024,1141,25,15,$118,2.19%,60.00%,$4.72,AW_May2024,5140,84,26,$190,1.63%,30.95%,$2.26
01/07/2024,FB_Jul2024,2146,20,18,$145,0.93%,90.00%,$7.25,AW_Jul2024,5520,84,20,$129,1.52%,23.81%,$1.54
11/07/2024,FB_Jul2024,1703,54,26,$77,3.17%,48.15%,$1.43,AW_Jul2024,5743,84,26,$186,1.46%,30.95%,$2.21
31/07/2024,FB_Jul2024,2167,41,26,$69,1.89%,63.41%,$1.68,AW_Jul2024,4785,84,37,$122,1.76%,44.05%,$1.45
01/01/2022,FB_Jan2022,2155,70,37,$200,3.25%,52.86%,$2.86,AW_Jan2022,4593,85,5,$54,1.85%,5.88%,$0.64
08/01/2022,FB_Jan2022,2047,28,18,$165,1.37%,64.29%,$5.89,AW_Jan2022,4613,85,21,$192,1.84%,24.71%,$2.26
30/01/2022,FB_Jan2022,2676,53,24,$233,1.98%,45.28%,$4.40,AW_Jan2022,4969,85,26,$162,1.71%,30.59%,$1.91
06/06/2022,FB_Jun2022,1241,52,26,$151,4.19%,50.00%,$2.90,AW_Jun2022,4837,85,26,$164,1.76%,30.59%,$1.93
09/06/2022,FB_Jun2022,1325,50,26,$181,3.77%,52.00%,$3.62,AW_Jun2022,3786,85,29,$74,2.25%,34.12%,$0.87
26/12/2022,FB_Dec2022,2965,73,40,$211,2.46%,54.79%,$2.89,AW_Dec2022,5559,85,23,$194,1.53%,27.06%,$2.28
11/01/2023,FB_Jan2023,3096,22,8,$239,0.71%,36.36%,$10.86,AW_Jan2023,4799,85,23,$145,1.77%,27.06%,$1.71
